CageCode,Description,VendorCode,PreludeKey,ExportDate
43Z57,enquiries@britax-pmg.com,,001!43Z57,2024-07-09 16:15:44.000
43Z63,quotes@ritec.com sol#,113759.0,001!43Z63,2024-07-09 16:15:44.000
43Z88,net2@midtronics.com,,001!43Z88,2024-07-09 16:15:44.000
44001,r-rozek@knottbrake.com,109972.0,001!44001,2024-07-09 16:15:44.000
44071,Hannah Inst Dist. ,,001!44071,2024-07-09 16:15:44.000
44114,rewspec@ix.netcom.com,,001!44114,2024-07-09 16:15:44.000
44134,SAF-TECH(F)281-480-1795,112418.0,001!44134,2024-07-09 16:15:44.000
44185,erik.halstenrud@coopersurgical,897.0,001!44185,2024-07-09 16:15:44.000
44197,info@wixroyd.com,109.0,001!44197,2024-07-09 16:15:44.000
44216,DIST QUOTES DIRECT 10/23,5.0,001!44216,2024-07-09 16:15:44.000
44218,sales@minerelastomer.com,,001!44218,2024-07-09 16:15:44.000
44256,ROGERS TOOL DIST: & 4008 HORIZ,6584.0,001!44256,2024-07-09 16:15:44.000
44270,info@zephyrintl.com,,001!44270,2024-07-09 16:15:44.000
44291,kevin@gerharzequipment.com,5.0,001!44291,2024-07-09 16:15:44.000
442A8,Info-Sales@RFproductsInc.com,5.0,001!442A8,2024-07-09 16:15:44.000
44316,NICOLE@EHCKNOBS.COM,5.0,001!44316,2024-07-09 16:15:44.000
44353,NO,105929.0,001!44353,2024-07-09 16:15:44.000
44389,andrea@lanshack.com,,001!44389,2024-07-09 16:15:44.000
44408,info@tccus.com,104871.0,001!44408,2024-07-09 16:15:44.000
44503,usa@fpz.com  CHRISTIAN LEMBERG,5.0,001!44503,2024-07-09 16:15:44.000
44512,karen@yatesgear.com,106257.0,001!44512,2024-07-09 16:15:44.000
44522,SALES@AIRMARSYS.COM,,001!44522,2024-07-09 16:15:44.000
44523,,,001!44523,2024-07-09 16:15:44.000
44530,phutson@kelcoind.com,5.0,001!44530,2024-07-09 16:15:44.000
44589,,,001!44589,2024-07-09 16:15:44.000
445M1,psiano@airbornetech.com,,001!445M1,2024-07-09 16:15:44.000
44655,CURTIS (F) 440-446-0555,3775.0,001!44655,2024-07-09 16:15:44.000
44674,seanh@nabson.com,75.0,001!44674,2024-07-09 16:15:44.000
44744,BYRNE HARNESSED(F)616-842-0044,,001!44744,2024-07-09 16:15:44.000
44765,amayfield@raybestospowertrain.,112079.0,001!44765,2024-07-09 16:15:44.000
44766,ARROW FASTENER(F)201-843-3911,105668.0,001!44766,2024-07-09 16:15:44.000
44769,,104817.0,001!44769,2024-07-09 16:15:44.000
44905,,104952.0,001!44905,2024-07-09 16:15:44.000
4494,,,001!4494,2024-07-09 16:15:44.000
44940,sales@helmerinc.com,963.0,001!44940,2024-07-09 16:15:44.000
44AE7,kfaulkner@riversidemfg.com,,001!44AE7,2024-07-09 16:15:44.000
44CV5,ORDERS@HEADSETSINC.COM,,001!44CV5,2024-07-09 16:15:44.000
44D61,sales@airexrubber.com,5.0,001!44D61,2024-07-09 16:15:44.000
44D86,debbie-miller@delanyproducts.c,,001!44D86,2024-07-09 16:15:44.000
44EK9,GraneyB@mace.com,,001!44EK9,2024-07-09 16:15:44.000
44MG9,rtm6@btinternet.com,103380.0,001!44MG9,2024-07-09 16:15:44.000
44N83,jkaplan@iw-microwave.com,,001!44N83,2024-07-09 16:15:44.000
44NS5,Sales@yourcleanroomsupplier.co,109674.0,001!44NS5,2024-07-09 16:15:44.000
44SG8,Tom.Lorenzin@gkn.com,112441.0,001!44SG8,2024-07-09 16:15:44.000
45044,ROFLAN (F)918-252-0486,,001!45044,2024-07-09 16:15:44.000
45078,,103586.0,001!45078,2024-07-09 16:15:44.000
45092,jason@howardglass.com,5.0,001!45092,2024-07-09 16:15:44.000
45099,salesadminpcb@ge.com,,001!45099,2024-07-09 16:15:44.000
4515,,,001!4515,2024-07-09 16:15:44.000
45150,cheryl.rivers@xcerra.com,75.0,001!45150,2024-07-09 16:15:44.000
45152,elisac@converters.com,100155.0,001!45152,2024-07-09 16:15:44.000
45153,,100763.0,001!45153,2024-07-09 16:15:44.000
45160,info@powerexinc.com,,001!45160,2024-07-09 16:15:44.000
45184,rnelson@durexindustries.com,,001!45184,2024-07-09 16:15:44.000
45187,brian.mellstrom2@utas.utc.com,5.0,001!45187,2024-07-09 16:15:44.000
45225,lcollier@automationcontrols.co,113715.0,001!45225,2024-07-09 16:15:44.000
452B2,ddanowski@engisnpower.com,110039.0,001!452B2,2024-07-09 16:15:44.000
45310,,102981.0,001!45310,2024-07-09 16:15:44.000
45320,,,001!45320,2024-07-09 16:15:44.000
453646,,,001!453646,2024-07-09 16:15:44.000
45385,INFO@KRIANA.COM,104647.0,001!45385,2024-07-09 16:15:44.000
45396,sarah.edgar@leonardocompany.com,5.0,001!45396,2024-07-09 16:15:44.000
45402,,101592.0,001!45402,2024-07-09 16:15:44.000
45413,,5957.0,001!45413,2024-07-09 16:15:44.000
45436,AGCO,,001!45436,2024-07-09 16:15:44.000
45454,gerry.splitt@navico.com,5913.0,001!45454,2024-07-09 16:15:44.000
45457,BOUGHT OUT BY V# 3257 ELC,,001!45457,2024-07-09 16:15:44.000
45543,TEWCO,1911.0,001!45543,2024-07-09 16:15:44.000
45583,,,001!45583,2024-07-09 16:15:44.000
45585,DOW CORNING,,001!45585,2024-07-09 16:15:44.000
45605,dricca@hytorc.com,6470.0,001!45605,2024-07-09 16:15:44.000
45620,RICK@FLIGHTSOURCEPA.COM,111162.0,001!45620,2024-07-09 16:15:44.000
45681,DO NOT SEND 03/19,1230.0,001!45681,2024-07-09 16:15:44.000
456E4,bellsworth@siewertequipment.co,,001!456E4,2024-07-09 16:15:44.000
45722,,,001!45722,2024-07-09 16:15:44.000
45784,lektrimil@aol.com,5.0,001!45784,2024-07-09 16:15:44.000
457G7,wsmithson@thehaunedge.com,107942.0,001!457G7,2024-07-09 16:15:44.000
45809,WILL NOT BID,5.0,001!45809,2024-07-09 16:15:44.000
45826,tsterritt@craftechind.com,,001!45826,2024-07-09 16:15:44.000
45890,paul@neucoinc.com,101774.0,001!45890,2024-07-09 16:15:44.000
45891,ALLEN@ESPSORBENTS.COM,,001!45891,2024-07-09 16:15:44.000
458W5,HARCO LAB. MUST USE DIST.,5.0,001!458W5,2024-07-09 16:15:44.000
45934,info@simondssaw.com,8164.0,001!45934,2024-07-09 16:15:44.000
45950,,,001!45950,2024-07-09 16:15:44.000
45989,https://geneseesci.com/ FOR $,,001!45989,2024-07-09 16:15:44.000
45FB7,regina@hhicorp.com,,001!45FB7,2024-07-09 16:15:44.000
45LR5,loosej@cardinalcomponents.com,105298.0,001!45LR5,2024-07-09 16:15:44.000
45N01,VOLLRATH (F) 920-459-6573,109368.0,001!45N01,2024-07-09 16:15:44.000
45PY8,ACCURATOR ELEC(F)503-646-3903,5.0,001!45PY8,2024-07-09 16:15:44.000
45RP7,joe.ostrowsky@ametek.com,107749.0,001!45RP7,2024-07-09 16:15:44.000
45WG1,kik@kikgel.com.pl,5.0,001!45WG1,2024-07-09 16:15:44.000
45X75,info@golight.com ,75.0,001!45X75,2024-07-09 16:15:44.000
45XC3,GSRENNER@RENBRANDT.COM,5.0,001!45XC3,2024-07-09 16:15:44.000
45XE4,sales.usa@imi-precision.com,5.0,001!45XE4,2024-07-09 16:15:44.000
45Y69,sales@mpfiltriusa.com,,001!45Y69,2024-07-09 16:15:44.000
46047,PARKER (F) 937-843-3877,824.0,001!46047,2024-07-09 16:15:44.000
46097,rpatterson@revcar.com,106790.0,001!46097,2024-07-09 16:15:44.000
46105,,,001!46105,2024-07-09 16:15:44.000
46150,,6527.0,001!46150,2024-07-09 16:15:44.000
46156,AHOWARD@SCHNELLER.COM,3598.0,001!46156,2024-07-09 16:15:44.000
4617,,,001!4617,2024-07-09 16:15:44.000
46175,mreidy@airlinehyd.com,110401.0,001!46175,2024-07-09 16:15:44.000
46219,100595 NY &                 ,7201.0,001!46219,2024-07-09 16:15:44.000
46301,sales@hipotronics.com,6756.0,001!46301,2024-07-09 16:15:44.000
46302,,3091.0,001!46302,2024-07-09 16:15:44.000
46309,,,001!46309,2024-07-09 16:15:44.000
46384,government@waltron.net,3383.0,001!46384,2024-07-09 16:15:44.000
46504,Info@bluewaveinc.com,5.0,001!46504,2024-07-09 16:15:44.000
46522,cjohnston@cla-val.com,101332.0,001!46522,2024-07-09 16:15:44.000
46529,,3170.0,001!46529,2024-07-09 16:15:44.000
46555,mchristensen@penn-union.com,108213.0,001!46555,2024-07-09 16:15:44.000
46576,Us.hiab.parts@cargotec.com,102236.0,001!46576,2024-07-09 16:15:44.000
46628,THILBERG@TANITA.COM,5.0,001!46628,2024-07-09 16:15:44.000
46646,brent@govsmart.com,,001!46646,2024-07-09 16:15:44.000
46707,dan.langer@phbcorp.com,112143.0,001!46707,2024-07-09 16:15:44.000
46713,,,001!46713,2024-07-09 16:15:44.000
46717,ROCKWELL (F)503-443-3450,6904.0,001!46717,2024-07-09 16:15:44.000
46804,SHOALSINT@BELLSOUTH.NET,5.0,001!46804,2024-07-09 16:15:44.000
46869,TRUHEAT (F) 269-673-7219,,001!46869,2024-07-09 16:15:44.000
46937,tiffany_pautzke@sierramicrowav,,001!46937,2024-07-09 16:15:44.000
46964,BARRY.LEBLANC@SANDIA.AERO,2710.0,001!46964,2024-07-09 16:15:44.000
46992,centralmachining@att.net,,001!46992,2024-07-09 16:15:44.000
46AW5,TECUM AM ,,001!46AW5,2024-07-09 16:15:44.000
46EU3,WILL NOT QUOTE 07/21,,001!46EU3,2024-07-09 16:15:44.000
46FH0,,105943.0,001!46FH0,2024-07-09 16:15:44.000
46GL7,,,001!46GL7,2024-07-09 16:15:44.000
46HC2,federal screw,5.0,001!46HC2,2024-07-09 16:15:44.000
46HD1,MACHINEPRODUCTS@NC.RR.COM,1778.0,001!46HD1,2024-07-09 16:15:44.000
46KP1,,108997.0,001!46KP1,2024-07-09 16:15:44.000
46LG9,,,001!46LG9,2024-07-09 16:15:44.000
46PM4,lisap@chelseaclock.com,5.0,001!46PM4,2024-07-09 16:15:44.000
46PU2,PARENT OF: ROTA-CYL CORP.,,001!46PU2,2024-07-09 16:15:44.000
46TW8,sales@tclifesafety.com,109901.0,001!46TW8,2024-07-09 16:15:44.000
46UR5,parts@martindiesel.com,6805.0,001!46UR5,2024-07-09 16:15:44.000
46WZ9,sjarmicki@xppower.com,,001!46WZ9,2024-07-09 16:15:44.000
46X11,,3197.0,001!46X11,2024-07-09 16:15:44.000
46Y25,sawickim@MITTEN.com,,001!46Y25,2024-07-09 16:15:44.000
46YF5,angie.amato@bfpna.com,,001!46YF5,2024-07-09 16:15:44.000
46YR4,,463.0,001!46YR4,2024-07-09 16:15:44.000
47007,kwright@diagraphmsp.com,5.0,001!47007,2024-07-09 16:15:44.000
47038,jstolze@snet.net,,001!47038,2024-07-09 16:15:44.000
470X3,info@adg.com,,001!470X3,2024-07-09 16:15:44.000
47176,,,001!47176,2024-07-09 16:15:44.000
47181,FLUID POWER(F)330-656-1790,5.0,001!47181,2024-07-09 16:15:44.000
47186,ed.filo@bossard.com,100921.0,001!47186,2024-07-09 16:15:44.000
47216,,102381.0,001!47216,2024-07-09 16:15:44.000
47220,sstanford@rwearl.com,5.0,001!47220,2024-07-09 16:15:44.000
47253,KJOHNSON@GLOBALFINISHING.COM,,001!47253,2024-07-09 16:15:44.000
47347,SANDYS@MAZZERPLASTICS.COM,,001!47347,2024-07-09 16:15:44.000
47355,sales@colonyhardware.com,104410.0,001!47355,2024-07-09 16:15:44.000
47358,cfreda@richardsonrfpd.com,5.0,001!47358,2024-07-09 16:15:44.000
47396,,,001!47396,2024-07-09 16:15:44.000
473V9,Sales@midlandindustries.com,,001!473V9,2024-07-09 16:15:44.000
47403,DO NOT SEND RFQ'S - SEE MARIA,104221.0,001!47403,2024-07-09 16:15:44.000
47432,sales@uflexusa.com,7400.0,001!47432,2024-07-09 16:15:44.000
47457,pgmagner@gmsusa.com,,001!47457,2024-07-09 16:15:44.000
47484,w@no.co,,001!47484,2024-07-09 16:15:44.000
47496,CJBAKER@ROLFEINDUSTRIES.COM,101063.0,001!47496,2024-07-09 16:15:44.000
47567,sales@genparts.eu,5.0,001!47567,2024-07-09 16:15:44.000
47657,fedgovtsales@altec.com,,001!47657,2024-07-09 16:15:44.000
47695,mshy@stortronics.com,,001!47695,2024-07-09 16:15:44.000
4775,,,001!4775,2024-07-09 16:15:44.000
47750,wojciech.rogozinski@wskrz.com,,001!47750,2024-07-09 16:15:44.000
47805,,,001!47805,2024-07-09 16:15:44.000
47822,Relays@teledyne.com ,,001!47822,2024-07-09 16:15:44.000
47839,bennett.s@totalplstics.com,2497.0,001!47839,2024-07-09 16:15:44.000
47876,sales@parlights.com,5.0,001!47876,2024-07-09 16:15:44.000
47882,wss.info@wilhelsen.com,108904.0,001!47882,2024-07-09 16:15:44.000
47886,info@torchwear.com,,001!47886,2024-07-09 16:15:44.000
478Q7,ROBERT.A.PALIA@SAINT-GOBAIN.CO,,001!478Q7,2024-07-09 16:15:44.000
47911,info@aerotrades.com,,001!47911,2024-07-09 16:15:44.000
47917,DIST'S - 3446 &,,001!47917,2024-07-09 16:15:44.000
47GE4,GOVT DIRECT,5.0,001!47GE4,2024-07-09 16:15:44.000
47JS7,lschorpp@texasalmet.com,,001!47JS7,2024-07-09 16:15:44.000
47JX1,PC MALL (F) 310-630-5599,110458.0,001!47JX1,2024-07-09 16:15:44.000
47KE9,DIST - sales@lalonde.ca,810.0,001!47KE9,2024-07-09 16:15:44.000
47KK5,info@westcoastnetting.com,5.0,001!47KK5,2024-07-09 16:15:44.000
47LT7,kepner@kepner.com &,5.0,001!47LT7,2024-07-09 16:15:44.000
47MG9,governmentbidsandcontracts@app,5.0,001!47MG9,2024-07-09 16:15:44.000
47NR0,PQUARTARARO@PYIINC.COM,5.0,001!47NR0,2024-07-09 16:15:44.000
47P61,U-TECH (F) 805-736-0323,,001!47P61,2024-07-09 16:15:44.000
47RY7,ask@swri.org,,001!47RY7,2024-07-09 16:15:44.000
47S61,TECH DEVEL(F)937-898-8431,,001!47S61,2024-07-09 16:15:44.000
47T36,jim.navagh@wittenstein-us.com,,001!47T36,2024-07-09 16:15:44.000
47UU4,sales@proequip.com,5.0,001!47UU4,2024-07-09 16:15:44.000
47W64,spareparts@fujitrading.us,105599.0,001!47W64,2024-07-09 16:15:44.000
47WD8,SALES@NORRISCYLINDER.COM,103658.0,001!47WD8,2024-07-09 16:15:44.000
47X38,ARC MFG (F)619-562-9758,,001!47X38,2024-07-09 16:15:44.000
48104,CJohnson@naspecialtyglass.com,,001!48104,2024-07-09 16:15:44.000
48172,ACCURATE PROD(F)888-651-4900,3525.0,001!48172,2024-07-09 16:15:44.000
4820N,ed@whitemountainchain.com,,001!4820N,2024-07-09 16:15:44.000
482Y0,,,001!482Y0,2024-07-09 16:15:44.000
48313,emt@emtsolutions.com,,001!48313,2024-07-09 16:15:44.000
48348,,104779.0,001!48348,2024-07-09 16:15:44.000
48370,,6280.0,001!48370,2024-07-09 16:15:44.000
4840,,,001!4840,2024-07-09 16:15:44.000
48422,AEOLIAN ENTER.(F)7245390572,105405.0,001!48422,2024-07-09 16:15:44.000
48482,shauna@amequipment.com,5.0,001!48482,2024-07-09 16:15:44.000
48517,,109088.0,001!48517,2024-07-09 16:15:44.000
48532,,1079.0,001!48532,2024-07-09 16:15:44.000
48559,DIST ARGOTURBO BIDS DIRECT3/18,5.0,001!48559,2024-07-09 16:15:44.000
48607,CTS (F)574-593-6146,,001!48607,2024-07-09 16:15:44.000
48615,REDRACER24@AOL.COM,,001!48615,2024-07-09 16:15:44.000
48619,traxsys.sales@ametek.co.uk,103839.0,001!48619,2024-07-09 16:15:44.000
48620,Hello@DripDropORS.com,7933.0,001!48620,2024-07-09 16:15:44.000
48657,bboyd@armormetal.com,5.0,001!48657,2024-07-09 16:15:44.000
48668,bidders@solenis.com,,001!48668,2024-07-09 16:15:44.000
48691,info@beldenuniversal.com,106392.0,001!48691,2024-07-09 16:15:44.000
48707,kcarter@indelac.com,,001!48707,2024-07-09 16:15:44.000
48767,,,001!48767,2024-07-09 16:15:44.000
48804,frank.pazdric@controlledsystem,5.0,001!48804,2024-07-09 16:15:44.000
48816,lawrence.fuhrmann@swagelok.com,,001!48816,2024-07-09 16:15:44.000
48818,,105551.0,001!48818,2024-07-09 16:15:44.000
48849,quality_tooling@windstream.net,,001!48849,2024-07-09 16:15:44.000
48873,sales@edl-inc.com,,001!48873,2024-07-09 16:15:44.000
48884,evelyn.hunt@agfa.com,109935.0,001!48884,2024-07-09 16:15:44.000
48899,NA-KMT.TECHSUPPORT@KENNAMETAL.,,001!48899,2024-07-09 16:15:44.000
48928,sk@nemixcorp.com,,001!48928,2024-07-09 16:15:44.000
48979,mzeitlin@aurasystems.com,,001!48979,2024-07-09 16:15:44.000
48982,francesca.harris@colson.co.uk,,001!48982,2024-07-09 16:15:44.000
489Y2,jphillips@brunnerlay.com,100287.0,001!489Y2,2024-07-09 16:15:44.000
48AB0,DIST'S QUOTE DIRECT 11/23,,001!48AB0,2024-07-09 16:15:44.000
48AR8,jennifer.kulas@siemens.com,,001!48AR8,2024-07-09 16:15:44.000
48CF5,F(650)361-2688 ATTN:DARYL WEST,,001!48CF5,2024-07-09 16:15:44.000
48EX8,JACK.RELIHAN@GRAYBAR.COM,,001!48EX8,2024-07-09 16:15:44.000
48GV9,MILITARY USE VENDOR #103065,5.0,001!48GV9,2024-07-09 16:15:44.000
48JZ3,A.O. SMITH,,001!48JZ3,2024-07-09 16:15:44.000
48KA3,MACHINE CRAFT (F)410-663-8994,,001!48KA3,2024-07-09 16:15:44.000
48LT1,sales@wilsonmfgco.com ,,001!48LT1,2024-07-09 16:15:44.000
48LW8,,3197.0,001!48LW8,2024-07-09 16:15:44.000
48MX6,thad@clampsinc.com,100078.0,001!48MX6,2024-07-09 16:15:44.000
48NQ2,SABIC POLYMERLAND(F)8043534425,5.0,001!48NQ2,2024-07-09 16:15:44.000
48RQ2,contact@unitedradio.com,5.0,001!48RQ2,2024-07-09 16:15:44.000
48SP6,info@ufpt.com,,001!48SP6,2024-07-09 16:15:44.000
48T42,custsvc@sial.com ,,001!48T42,2024-07-09 16:15:44.000
48TL8,,107699.0,001!48TL8,2024-07-09 16:15:44.000
48U26,kearnycontainer@gmail.com,,001!48U26,2024-07-09 16:15:44.000
48UU8,MV@ESSEYEPRO.COM,5.0,001!48UU8,2024-07-09 16:15:44.000
48UZ3,Tylok Dist,,001!48UZ3,2024-07-09 16:15:44.000
48WA4,jmikesell@thermalelectronics.c,,001!48WA4,2024-07-09 16:15:44.000
48ZY0,JTalbot@Sandem.com,5.0,001!48ZY0,2024-07-09 16:15:44.000
49016,JFRINK@HEILIND.COM,5.0,001!49016,2024-07-09 16:15:44.000
49048,HEAT INC (F) 860-739-7667,5.0,001!49048,2024-07-09 16:15:44.000
49094,njohanson@johansonmfg.com,5.0,001!49094,2024-07-09 16:15:44.000
49101,GARR TOOL CO DISTRIBUTOR:,5.0,001!49101,2024-07-09 16:15:44.000
49106,,108620.0,001!49106,2024-07-09 16:15:44.000
49181,info@tacmedsolutions.com,5018.0,001!49181,2024-07-09 16:15:44.000
49185,snelson@hydraquip.com,112665.0,001!49185,2024-07-09 16:15:44.000
49234,dfitchPBS@GMAIL.COM,2569.0,001!49234,2024-07-09 16:15:44.000
49240,DIXIE ELEC (F)410-332-8497,,001!49240,2024-07-09 16:15:44.000
49268,HI TEMP / EATON,102365.0,001!49268,2024-07-09 16:15:44.000
49349,VALENITE INC DISTRIBUTOR:,2582.0,001!49349,2024-07-09 16:15:44.000
49367,DIST'S V#6530 MATHEWS ASSOC &,2998.0,001!49367,2024-07-09 16:15:44.000
49374,carol.kitzmiller@target-specia,100693.0,001!49374,2024-07-09 16:15:44.000
49376,SEND TO V# 0109 HAUN  AND,5.0,001!49376,2024-07-09 16:15:44.000
493C5,CAMBRIDGE SPECIALTY-GOV DIRECT,,001!493C5,2024-07-09 16:15:44.000
493W9,Tamco@ptd.net,759.0,001!493W9,2024-07-09 16:15:44.000
49412,,,001!49412,2024-07-09 16:15:44.000
49424,MSherman@kwikpoint.com,108864.0,001!49424,2024-07-09 16:15:44.000
49502,BIDDING DIRECT 05/19,,001!49502,2024-07-09 16:15:44.000
49524,pj.borandi@perkinelmer.com,102981.0,001!49524,2024-07-09 16:15:44.000
49526,,,001!49526,2024-07-09 16:15:44.000
49537,JOHN.NYLAND@TEXASAEROSPACE.COM,5.0,001!49537,2024-07-09 16:15:44.000
49555,BUNTING DIST,,001!49555,2024-07-09 16:15:44.000
49576,info@wstyler.com,45.0,001!49576,2024-07-09 16:15:44.000
49583,,100066.0,001!49583,2024-07-09 16:15:44.000
49632,,6514.0,001!49632,2024-07-09 16:15:44.000
49673,,,001!49673,2024-07-09 16:15:44.000
49702,,3197.0,001!49702,2024-07-09 16:15:44.000
49711,Service@MendaPump.com,,001!49711,2024-07-09 16:15:44.000
49772,Roberta@intechpower.com,5.0,001!49772,2024-07-09 16:15:44.000
497C4,info@doedijns.com,,001!497C4,2024-07-09 16:15:44.000
497Y0,QUOTING DIRECT,109785.0,001!497Y0,2024-07-09 16:15:44.000
49816,Charlotte Gore cgore@naiad.com,112309.0,001!49816,2024-07-09 16:15:44.000
49838,jgclary@clary.com,,001!49838,2024-07-09 16:15:44.000
49851,,,001!49851,2024-07-09 16:15:44.000
49870,derrickblackham@albert-jagger.,,001!49870,2024-07-09 16:15:44.000
49937,WIREMOLD/BROOKS DISTRIBUTOR:,,001!49937,2024-07-09 16:15:44.000
49956,busscustsat@eaton.com,6609.0,001!49956,2024-07-09 16:15:44.000
49AB6,CKELLEY@HAWKEYEINTL.COM,112795.0,001!49AB6,2024-07-09 16:15:44.000
49AT7,bwd@derbyshiremp.com,5.0,001!49AT7,2024-07-09 16:15:44.000
49BS5,NIKKI@RPM-TECHNOLOGY.COM,113426.0,001!49BS5,2024-07-09 16:15:44.000
49BT5,sphillips@commpipe.com,5.0,001!49BT5,2024-07-09 16:15:44.000
49D59,sales@saeproducts.com,,001!49D59,2024-07-09 16:15:44.000
49EQ3,alex@epaint.net,,001!49EQ3,2024-07-09 16:15:44.000
49FP3,,100078.0,001!49FP3,2024-07-09 16:15:44.000
49G40,,3197.0,001!49G40,2024-07-09 16:15:44.000
49JD3,SMITH FIBERGLASS,5.0,001!49JD3,2024-07-09 16:15:44.000
49JU3,N W CONTROLS / GLENDINNING,,001!49JU3,2024-07-09 16:15:44.000
49JU4,sdidomenico@lehigh-armstrong.c,,001!49JU4,2024-07-09 16:15:44.000
49KX7,robert.lewis@express-inc.com,,001!49KX7,2024-07-09 16:15:44.000
49L85,TJ.AUBIN@DWDIESEL.COM,,001!49L85,2024-07-09 16:15:44.000
49RG8,SALES@MILESTEK.COM,,001!49RG8,2024-07-09 16:15:44.000
49SX9,ddawn@deltaprofessionalservice,5.0,001!49SX9,2024-07-09 16:15:44.000
49T58,cyrus.copenhaver@fellfab.com,106905.0,001!49T58,2024-07-09 16:15:44.000
49UL3,government.sales@na.rsgroup.co,,001!49UL3,2024-07-09 16:15:44.000
49WJ6,joshua.dinakaren@astrodynetdi.,,001!49WJ6,2024-07-09 16:15:44.000
49WN5,FLEETGUARD,5.0,001!49WN5,2024-07-09 16:15:44.000
49WX1,MESA CAPITAL(F)858-674-3643,5.0,001!49WX1,2024-07-09 16:15:44.000
49X37,info@qualitrolcorp.com ,,001!49X37,2024-07-09 16:15:44.000
49YM2,,100078.0,001!49YM2,2024-07-09 16:15:44.000
4A014,MINNESOTA MINING DIST.,,001!4A014,2024-07-09 16:15:44.000
4A035,,,001!4A035,2024-07-09 16:15:44.000
4A074,hbf-cp.customerservice@hbfulle,,001!4A074,2024-07-09 16:15:44.000
4A093,,,001!4A093,2024-07-09 16:15:44.000
4A284,,108803.0,001!4A284,2024-07-09 16:15:44.000
4A351,NO LONGER QUOTING 05/23,,001!4A351,2024-07-09 16:15:44.000
4A407,Linmar,97.0,001!4A407,2024-07-09 16:15:44.000
4A429,,3197.0,001!4A429,2024-07-09 16:15:44.000
4A4R6,,646.0,001!4A4R6,2024-07-09 16:15:44.000
4A650,tviehman@arnolddefense.com,,001!4A650,2024-07-09 16:15:44.000
4A657,,485.0,001!4A657,2024-07-09 16:15:44.000
4A859,,3197.0,001!4A859,2024-07-09 16:15:44.000
4AAH0,SALES@CIRCORENERGY.COM,,001!4AAH0,2024-07-09 16:15:44.000
4AAQ0,AUTOMATIONDIRECT.COM,5.0,001!4AAQ0,2024-07-09 16:15:44.000
4AB79,sales@thalesgroup.com.au,110888.0,001!4AB79,2024-07-09 16:15:44.000
4AC84,SIGNAL-STAT (SEE VDR NOTES):,5.0,001!4AC84,2024-07-09 16:15:44.000
4AD37,INFO@URANIAENG.COM,5.0,001!4AD37,2024-07-09 16:15:44.000
4AD78,dpope@sinclair-rush.com,,001!4AD78,2024-07-09 16:15:44.000
4AE77,quotes@higbee-inc.com,109493.0,001!4AE77,2024-07-09 16:15:44.000
4AER7,digit@bommer.com,,001!4AER7,2024-07-09 16:15:44.000
4AGF5,aaronm@dbesurveying.com,5.0,001!4AGF5,2024-07-09 16:15:44.000
4AN29,abumpus@euchner-usa.com,,001!4AN29,2024-07-09 16:15:44.000
4AP40,customerservice@tigre.com,,001!4AP40,2024-07-09 16:15:44.000
4AQD2,service@stockwell.com,,001!4AQD2,2024-07-09 16:15:44.000
4AVL5,tshippy@scsc.com,5.0,001!4AVL5,2024-07-09 16:15:44.000
4AVN2,aperry@rockerindustries.com,5.0,001!4AVN2,2024-07-09 16:15:44.000
4AWV9,PCS@OPTO22.COM,,001!4AWV9,2024-07-09 16:15:44.000
4AXB8,bboyd@armorgov.com,110254.0,001!4AXB8,2024-07-09 16:15:44.000
4AYD0,info@westernweighing.com,,001!4AYD0,2024-07-09 16:15:44.000
4AZY5,sales@industrialtest.com,,001!4AZY5,2024-07-09 16:15:44.000
4B046,,,001!4B046,2024-07-09 16:15:44.000
4B0U5,support@vibrationresearch.com,5.0,001!4B0U5,2024-07-09 16:15:44.000
4B100,erin@newerasalesteam.com,759.0,001!4B100,2024-07-09 16:15:44.000
4B151,thoffman@dsmfg.com,112434.0,001!4B151,2024-07-09 16:15:44.000
4B175,,2056.0,001!4B175,2024-07-09 16:15:44.000
4B241,,100027.0,001!4B241,2024-07-09 16:15:44.000
4B2B8,www.securityprousa.com $$ONLIN,111892.0,001!4B2B8,2024-07-09 16:15:44.000
4B5J4,chris@sandbagstore.com,110161.0,001!4B5J4,2024-07-09 16:15:44.000
4B5L2,AUTOMATIC VALVE - USE DIST,,001!4B5L2,2024-07-09 16:15:44.000
4B616,export.sales@protex.com,,001!4B616,2024-07-09 16:15:44.000
4B628,,102728.0,001!4B628,2024-07-09 16:15:44.000
4B707,sales@hudsontool.com,112394.0,001!4B707,2024-07-09 16:15:44.000
4B743,Kim.Thompson@ge.com,,001!4B743,2024-07-09 16:15:44.000
4B8D1,info@gottwald-group.com,5.0,001!4B8D1,2024-07-09 16:15:44.000
4B915,carlton@air-compressor.com,,001!4B915,2024-07-09 16:15:44.000
4B9X1,sales@oromfg.com,5.0,001!4B9X1,2024-07-09 16:15:44.000
4BA62,sales@promoldplastics.com,5.0,001!4BA62,2024-07-09 16:15:44.000
4BDY7,,6527.0,001!4BDY7,2024-07-09 16:15:44.000
4BJ65,DISTRIBUTOR,,001!4BJ65,2024-07-09 16:15:44.000
4BKW9,KEVIN.BENNETT@AAINY.COM,5.0,001!4BKW9,2024-07-09 16:15:44.000
4BLE3,sales@coburnmyers.com,109214.0,001!4BLE3,2024-07-09 16:15:44.000
4BLN5,ONLINE PRICING,5.0,001!4BLN5,2024-07-09 16:15:44.000
